PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Embarked,GroupCount,RoundedFare
143,1,3,female,24.0,1,0,S,1,20
144,0,3,male,19.0,0,0,Q,0,10
145,0,2,male,18.0,0,0,S,0,10
146,0,2,male,19.0,1,1,S,2,40
147,1,3,male,27.0,0,0,S,0,10
148,0,3,female,9.0,2,2,S,4,30
149,0,2,male,36.5,0,2,S,2,30
150,0,2,male,42.0,0,0,S,0,10
151,0,2,male,51.0,0,0,S,0,10
152,1,1,female,22.0,1,0,S,1,70
153,0,3,male,55.5,0,0,S,0,10
154,0,3,male,40.5,0,2,S,2,10
155,0,3,male,32.0,0,0,S,0,10
156,0,1,male,51.0,0,1,C,1,60
157,1,3,female,16.0,0,0,Q,0,10
158,0,3,male,30.0,0,0,S,0,10
159,0,3,male,32.0,0,0,S,0,10
160,0,3,male,5.0,8,2,S,10,70
161,0,3,male,44.0,0,1,S,1,20
162,1,2,female,40.0,0,0,S,0,20
163,0,3,male,26.0,0,0,S,0,10
164,0,3,male,17.0,0,0,S,0,10
165,0,3,male,1.0,4,1,S,5,40
166,1,3,male,9.0,0,2,S,2,20
167,1,1,female,36.0,0,1,S,1,60
168,0,3,female,45.0,1,4,S,5,30
169,0,1,male,32.0,0,0,S,0,30
170,0,3,male,28.0,0,0,S,0,60
171,0,1,male,61.0,0,0,S,0,30
172,0,3,male,4.0,4,1,Q,5,30
173,1,3,female,1.0,1,1,S,2,10
174,0,3,male,21.0,0,0,S,0,10
175,0,1,male,56.0,0,0,C,0,30
176,0,3,male,18.0,1,1,S,2,10
177,0,3,male,5.0,3,1,S,4,30
178,0,1,female,50.0,0,0,C,0,30
179,0,2,male,30.0,0,0,S,0,10
180,0,3,male,36.0,0,0,S,0,0
181,0,3,female,22.0,8,2,S,10,70
182,0,2,male,32.0,0,0,C,0,20
183,0,3,male,9.0,4,2,S,6,30
184,1,2,male,1.0,2,1,S,3,40
185,1,3,female,4.0,0,2,S,2,20
186,0,1,male,32.0,0,0,S,0,50
187,1,3,female,36.0,1,0,Q,1,20
188,1,1,male,45.0,0,0,S,0,30
189,0,3,male,40.0,1,1,Q,2,20
190,0,3,male,36.0,0,0,S,0,10
191,1,2,female,32.0,0,0,S,0,10
192,0,2,male,19.0,0,0,S,0,10
193,1,3,female,19.0,1,0,S,1,10
194,1,2,male,3.0,1,1,S,2,30
195,1,1,female,44.0,0,0,C,0,30
196,1,1,female,58.0,0,0,C,0,150
197,0,3,male,32.0,0,0,Q,0,10
198,0,3,male,42.0,0,1,S,1,10
199,1,3,female,22.0,0,0,Q,0,10
200,0,2,female,24.0,0,0,S,0,10
201,0,3,male,28.0,0,0,S,0,10
202,0,3,male,32.0,8,2,S,10,70
203,0,3,male,34.0,0,0,S,0,10
204,0,3,male,45.5,0,0,C,0,10
205,1,3,male,18.0,0,0,S,0,10
206,0,3,female,2.0,0,1,S,1,10
207,0,3,male,32.0,1,0,S,1,20
208,1,3,male,26.0,0,0,C,0,20
209,1,3,female,16.0,0,0,Q,0,10
210,1,1,male,40.0,0,0,C,0,30
211,0,3,male,24.0,0,0,S,0,10
212,1,2,female,35.0,0,0,S,0,20
213,0,3,male,22.0,0,0,S,0,10
214,0,2,male,30.0,0,0,S,0,10
215,0,3,male,32.0,1,0,Q,1,10
216,1,1,female,31.0,1,0,C,1,110
217,1,3,female,27.0,0,0,S,0,10
218,0,2,male,42.0,1,0,S,1,30
219,1,1,female,32.0,0,0,C,0,80
220,0,2,male,30.0,0,0,S,0,10
221,1,3,male,16.0,0,0,S,0,10
222,0,2,male,27.0,0,0,S,0,10
223,0,3,male,51.0,0,0,S,0,10
224,0,3,male,32.0,0,0,S,0,10
225,1,1,male,38.0,1,0,S,1,90
226,0,3,male,22.0,0,0,S,0,10
227,1,2,male,19.0,0,0,S,0,10
228,0,3,male,20.5,0,0,S,0,10
229,0,2,male,18.0,0,0,S,0,10
230,0,3,female,22.0,3,1,S,4,30
231,1,1,female,35.0,1,0,S,1,80
232,0,3,male,29.0,0,0,S,0,10
233,0,2,male,59.0,0,0,S,0,10
234,1,3,female,5.0,4,2,S,6,30
235,0,2,male,24.0,0,0,S,0,10
236,0,3,female,22.0,0,0,S,0,10
237,0,2,male,44.0,1,0,S,1,30
238,1,2,female,8.0,0,2,S,2,30
239,0,2,male,19.0,0,0,S,0,10
240,0,2,male,33.0,0,0,S,0,10
241,0,3,female,22.0,1,0,C,1,10
242,1,3,female,22.0,1,0,Q,1,20
243,0,2,male,29.0,0,0,S,0,10
244,0,3,male,22.0,0,0,S,0,10
245,0,3,male,30.0,0,0,C,0,10
246,0,1,male,44.0,2,0,Q,2,90
247,0,3,female,25.0,0,0,S,0,10
248,1,2,female,24.0,0,2,S,2,10
249,1,1,male,37.0,1,1,S,2,50
250,0,2,male,54.0,1,0,S,1,30
251,0,3,male,32.0,0,0,S,0,10
252,0,3,female,29.0,1,1,S,2,10
253,0,1,male,62.0,0,0,S,0,30
254,0,3,male,30.0,1,0,S,1,20
255,0,3,female,41.0,0,2,S,2,20
256,1,3,female,29.0,0,2,C,2,20
257,1,1,female,36.0,0,0,C,0,80
258,1,1,female,30.0,0,0,S,0,90
259,1,1,female,35.0,0,0,C,0,510
260,1,2,female,50.0,0,1,S,1,30
261,0,3,male,32.0,0,0,Q,0,10
262,1,3,male,3.0,4,2,S,6,30
263,0,1,male,52.0,1,1,S,2,80
264,0,1,male,40.0,0,0,S,0,0
265,0,3,female,22.0,0,0,Q,0,10
266,0,2,male,36.0,0,0,S,0,10
267,0,3,male,16.0,4,1,S,5,40
268,1,3,male,25.0,1,0,S,1,10
269,1,1,female,58.0,0,1,S,1,150
270,1,1,female,35.0,0,0,S,0,140
271,0,1,male,32.0,0,0,S,0,30
272,1,3,male,25.0,0,0,S,0,0
273,1,2,female,41.0,0,1,S,1,20
274,0,1,male,37.0,0,1,C,1,30
275,1,3,female,22.0,0,0,Q,0,10
276,1,1,female,63.0,1,0,S,1,80
277,0,3,female,45.0,0,0,S,0,10
278,0,2,male,32.0,0,0,S,0,0
279,0,3,male,7.0,4,1,Q,5,30
280,1,3,female,35.0,1,1,S,2,20
281,0,3,male,65.0,0,0,Q,0,10
282,0,3,male,28.0,0,0,S,0,10
283,0,3,male,16.0,0,0,S,0,10
284,1,3,male,19.0,0,0,S,0,10
285,0,1,male,32.0,0,0,S,0,30
286,0,3,male,33.0,0,0,C,0,10
287,1,3,male,30.0,0,0,S,0,10
288,0,3,male,22.0,0,0,S,0,10
289,1,2,male,42.0,0,0,S,0,10
290,1,3,female,22.0,0,0,Q,0,10
291,1,1,female,26.0,0,0,S,0,80
292,1,1,female,19.0,1,0,C,1,90
293,0,2,male,36.0,0,0,C,0,10
294,0,3,female,24.0,0,0,S,0,10
295,0,3,male,24.0,0,0,S,0,10
296,0,1,male,32.0,0,0,C,0,30
297,0,3,male,23.5,0,0,C,0,10
298,0,1,female,2.0,1,2,S,3,150
299,1,1,male,32.0,0,0,S,0,30
300,1,1,female,50.0,0,1,C,1,250
301,1,3,female,22.0,0,0,Q,0,10
302,1,3,male,32.0,2,0,Q,2,20
303,0,3,male,19.0,0,0,S,0,0
304,1,2,female,22.0,0,0,Q,0,10
305,0,3,male,32.0,0,0,S,0,10
306,1,1,male,0.92,1,2,S,3,150
307,1,1,female,22.0,0,0,C,0,110
308,1,1,female,17.0,1,0,C,1,110
309,0,2,male,30.0,1,0,C,1,20
310,1,1,female,30.0,0,0,C,0,60
311,1,1,female,24.0,0,0,C,0,80
312,1,1,female,18.0,2,2,C,4,260
313,0,2,female,26.0,1,1,S,2,30
314,0,3,male,28.0,0,0,S,0,10
315,0,2,male,43.0,1,1,S,2,30
316,1,3,female,26.0,0,0,S,0,10
317,1,2,female,24.0,1,0,S,1,30
318,0,2,male,54.0,0,0,S,0,10
319,1,1,female,31.0,0,2,S,2,160
320,1,1,female,40.0,1,1,C,2,130
321,0,3,male,22.0,0,0,S,0,10
322,0,3,male,27.0,0,0,S,0,10
323,1,2,female,30.0,0,0,Q,0,10
324,1,2,female,22.0,1,1,S,2,30
325,0,3,male,32.0,8,2,S,10,70
326,1,1,female,36.0,0,0,C,0,140
327,0,3,male,61.0,0,0,S,0,10
328,1,2,female,36.0,0,0,S,0,10
329,1,3,female,31.0,1,1,S,2,20
330,1,1,female,16.0,0,1,C,1,60
331,1,3,female,22.0,2,0,Q,2,20
332,0,1,male,45.5,0,0,S,0,30
333,0,1,male,38.0,0,1,S,1,150
334,0,3,male,16.0,2,0,S,2,20
335,1,1,female,36.0,1,0,S,1,130
336,0,3,male,32.0,0,0,S,0,10
337,0,1,male,29.0,1,0,S,1,70
338,1,1,female,41.0,0,0,C,0,130
339,1,3,male,45.0,0,0,S,0,10
340,0,1,male,45.0,0,0,S,0,40
341,1,2,male,2.0,1,1,S,2,30
342,1,1,female,24.0,3,2,S,5,260
343,0,2,male,28.0,0,0,S,0,10
344,0,2,male,25.0,0,0,S,0,10
345,0,2,male,36.0,0,0,S,0,10
346,1,2,female,24.0,0,0,S,0,10
347,1,2,female,40.0,0,0,S,0,10
348,1,3,female,36.0,1,0,S,1,20
349,1,3,male,3.0,1,1,S,2,20
350,0,3,male,42.0,0,0,S,0,10
351,0,3,male,23.0,0,0,S,0,10
352,0,1,male,32.0,0,0,S,0,40
353,0,3,male,15.0,1,1,C,2,10
354,0,3,male,25.0,1,0,S,1,20
355,0,3,male,32.0,0,0,C,0,10
356,0,3,male,28.0,0,0,S,0,10
357,1,1,female,22.0,0,1,S,1,60
358,0,2,female,38.0,0,0,S,0,10
359,1,3,female,22.0,0,0,Q,0,10
360,1,3,female,22.0,0,0,Q,0,10
361,0,3,male,40.0,1,4,S,5,30
362,0,2,male,29.0,1,0,C,1,30
363,0,3,female,45.0,0,1,C,1,10
364,0,3,male,35.0,0,0,S,0,10
365,0,3,male,32.0,1,0,Q,1,20
366,0,3,male,30.0,0,0,S,0,10
367,1,1,female,60.0,1,0,C,1,80
368,1,3,female,36.0,0,0,C,0,10
369,1,3,female,22.0,0,0,Q,0,10
370,1,1,female,24.0,0,0,C,0,70
371,1,1,male,25.0,1,0,C,1,60
372,0,3,male,18.0,1,0,S,1,10
373,0,3,male,19.0,0,0,S,0,10
374,0,1,male,22.0,0,0,C,0,140
375,0,3,female,3.0,3,1,S,4,20
376,1,1,female,36.0,1,0,C,1,80
377,1,3,female,22.0,0,0,S,0,10
378,0,1,male,27.0,0,2,C,2,210
379,0,3,male,20.0,0,0,C,0,0
380,0,3,male,19.0,0,0,S,0,10
381,1,1,female,42.0,0,0,C,0,230
382,1,3,female,1.0,0,2,C,2,20
383,0,3,male,32.0,0,0,S,0,10
384,1,1,female,35.0,1,0,S,1,50
385,0,3,male,32.0,0,0,S,0,10
386,0,2,male,18.0,0,0,S,0,70
387,0,3,male,1.0,5,2,S,7,50
388,1,2,female,36.0,0,0,S,0,10
389,0,3,male,32.0,0,0,Q,0,10
390,1,2,female,17.0,0,0,C,0,10
391,1,1,male,36.0,1,2,S,3,120
392,1,3,male,21.0,0,0,S,0,10
393,0,3,male,28.0,2,0,S,2,10
394,1,1,female,23.0,1,0,C,1,110
395,1,3,female,24.0,0,2,S,2,20
396,0,3,male,22.0,0,0,S,0,10
397,0,3,female,31.0,0,0,S,0,10
398,0,2,male,46.0,0,0,S,0,30
399,0,2,male,23.0,0,0,S,0,10
400,1,2,female,28.0,0,0,S,0,10
401,1,3,male,39.0,0,0,S,0,10
402,0,3,male,26.0,0,0,S,0,10
403,0,3,female,21.0,1,0,S,1,10
404,0,3,male,28.0,1,0,S,1,20
405,0,3,female,20.0,0,0,S,0,10
406,0,2,male,34.0,1,0,S,1,20
407,0,3,male,51.0,0,0,S,0,10
408,1,2,male,3.0,1,1,S,2,20
409,0,3,male,21.0,0,0,S,0,10
410,0,3,female,22.0,3,1,S,4,30
411,0,3,male,32.0,0,0,S,0,10
412,0,3,male,32.0,0,0,Q,0,10
413,1,1,female,33.0,1,0,Q,1,90
414,0,2,male,32.0,0,0,S,0,0
415,1,3,male,44.0,0,0,S,0,10
416,0,3,female,36.0,0,0,S,0,10
417,1,2,female,34.0,1,1,S,2,30
418,1,2,female,18.0,0,2,S,2,10
419,0,2,male,30.0,0,0,S,0,10
420,0,3,female,10.0,0,2,S,2,20
421,0,3,male,32.0,0,0,C,0,10
422,0,3,male,21.0,0,0,Q,0,10
423,0,3,male,29.0,0,0,S,0,10
424,0,3,female,28.0,1,1,S,2,10
425,0,3,male,18.0,1,1,S,2,20
426,0,3,male,32.0,0,0,S,0,10
427,1,2,female,28.0,1,0,S,1,30
428,1,2,female,19.0,0,0,S,0,30
429,0,3,male,32.0,0,0,Q,0,10
430,1,3,male,32.0,0,0,S,0,10
431,1,1,male,28.0,0,0,S,0,30
432,1,3,female,36.0,1,0,S,1,20
433,1,2,female,42.0,1,0,S,1,30
434,0,3,male,17.0,0,0,S,0,10
435,0,1,male,50.0,1,0,S,1,60
436,1,1,female,14.0,1,2,S,3,120
437,0,3,female,21.0,2,2,S,4,30
438,1,2,female,24.0,2,3,S,5,20
439,0,1,male,64.0,1,4,S,5,260
440,0,2,male,31.0,0,0,S,0,10
441,1,2,female,45.0,1,1,S,2,30
442,0,3,male,20.0,0,0,S,0,10
443,0,3,male,25.0,1,0,S,1,10
444,1,2,female,28.0,0,0,S,0,10
445,1,3,male,32.0,0,0,S,0,10
446,1,1,male,4.0,0,2,S,2,80
447,1,2,female,13.0,0,1,S,1,20
448,1,1,male,34.0,0,0,S,0,30
449,1,3,female,5.0,2,1,C,3,20
450,1,1,male,52.0,0,0,S,0,30
451,0,2,male,36.0,1,2,S,3,30
452,0,3,male,32.0,1,0,S,1,20
453,0,1,male,30.0,0,0,C,0,30
454,1,1,male,49.0,1,0,C,1,90
455,0,3,male,32.0,0,0,S,0,10
456,1,3,male,29.0,0,0,C,0,10
457,0,1,male,65.0,0,0,S,0,30
458,1,1,female,36.0,1,0,S,1,50
459,1,2,female,50.0,0,0,S,0,10
460,0,3,male,32.0,0,0,Q,0,10
461,1,1,male,48.0,0,0,S,0,30
462,0,3,male,34.0,0,0,S,0,10
463,0,1,male,47.0,0,0,S,0,40
464,0,2,male,48.0,0,0,S,0,10
465,0,3,male,32.0,0,0,S,0,10
466,0,3,male,38.0,0,0,S,0,10
467,0,2,male,32.0,0,0,S,0,0
468,0,1,male,56.0,0,0,S,0,30
469,0,3,male,32.0,0,0,Q,0,10
470,1,3,female,0.75,2,1,C,3,20
471,0,3,male,32.0,0,0,S,0,10
472,0,3,male,38.0,0,0,S,0,10
473,1,2,female,33.0,1,2,S,3,30
474,1,2,female,23.0,0,0,C,0,10
475,0,3,female,22.0,0,0,S,0,10
476,0,1,male,32.0,0,0,S,0,50
477,0,2,male,34.0,1,0,S,1,20
478,0,3,male,29.0,1,0,S,1,10
479,0,3,male,22.0,0,0,S,0,10
480,1,3,female,2.0,0,1,S,1,10
481,0,3,male,9.0,5,2,S,7,50
482,0,2,male,32.0,0,0,S,0,0
483,0,3,male,50.0,0,0,S,0,10
484,1,3,female,63.0,0,0,S,0,10
485,1,1,male,25.0,1,0,C,1,90
486,0,3,female,22.0,3,1,S,4,30
487,1,1,female,35.0,1,0,S,1,90
488,0,1,male,58.0,0,0,C,0,30
489,0,3,male,30.0,0,0,S,0,10
490,1,3,male,9.0,1,1,S,2,20
491,0,3,male,32.0,1,0,S,1,20
492,0,3,male,21.0,0,0,S,0,10
493,0,1,male,55.0,0,0,S,0,30
494,0,1,male,71.0,0,0,C,0,50
495,0,3,male,21.0,0,0,S,0,10
496,0,3,male,32.0,0,0,C,0,10
497,1,1,female,54.0,1,0,C,1,80
498,0,3,male,32.0,0,0,S,0,20
499,0,1,female,25.0,1,2,S,3,150
500,0,3,male,24.0,0,0,S,0,10
501,0,3,male,17.0,0,0,S,0,10
502,0,3,female,21.0,0,0,Q,0,10
503,0,3,female,22.0,0,0,Q,0,10
504,0,3,female,37.0,0,0,S,0,10
505,1,1,female,16.0,0,0,S,0,90
506,0,1,male,18.0,1,0,C,1,110
507,1,2,female,33.0,0,2,S,2,30
508,1,1,male,32.0,0,0,S,0,30
509,0,3,male,28.0,0,0,S,0,20
510,1,3,male,26.0,0,0,S,0,60
511,1,3,male,29.0,0,0,Q,0,10
512,0,3,male,32.0,0,0,S,0,10
513,1,1,male,36.0,0,0,S,0,30
514,1,1,female,54.0,1,0,C,1,60
515,0,3,male,24.0,0,0,S,0,10
516,0,1,male,47.0,0,0,S,0,30
517,1,2,female,34.0,0,0,S,0,10
518,0,3,male,32.0,0,0,Q,0,20
519,1,2,female,36.0,1,0,S,1,30
520,0,3,male,32.0,0,0,S,0,10
521,1,1,female,30.0,0,0,S,0,90
522,0,3,male,22.0,0,0,S,0,10
523,0,3,male,32.0,0,0,C,0,10
524,1,1,female,44.0,0,1,C,1,60
525,0,3,male,32.0,0,0,C,0,10
526,0,3,male,40.5,0,0,Q,0,10
527,1,2,female,50.0,0,0,S,0,10
528,0,1,male,32.0,0,0,S,0,220
529,0,3,male,39.0,0,0,S,0,10
530,0,2,male,23.0,2,1,S,3,10
531,1,2,female,2.0,1,1,S,2,30
532,0,3,male,32.0,0,0,C,0,10
533,0,3,male,17.0,1,1,C,2,10
534,1,3,female,36.0,0,2,C,2,20
535,0,3,female,30.0,0,0,S,0,10
536,1,2,female,7.0,0,2,S,2,30
537,0,1,male,45.0,0,0,S,0,30
538,1,1,female,30.0,0,0,C,0,110
539,0,3,male,32.0,0,0,S,0,10
540,1,1,female,22.0,0,2,C,2,50
541,1,1,female,36.0,0,2,S,2,70
542,0,3,female,9.0,4,2,S,6,30
543,0,3,female,11.0,4,2,S,6,30
544,1,2,male,32.0,1,0,S,1,30
545,0,1,male,50.0,1,0,C,1,110
546,0,1,male,64.0,0,0,S,0,30
547,1,2,female,19.0,1,0,S,1,30
548,1,2,male,32.0,0,0,C,0,10
549,0,3,male,33.0,1,1,S,2,20
550,1,2,male,8.0,1,1,S,2,40
551,1,1,male,17.0,0,2,C,2,110
552,0,2,male,27.0,0,0,S,0,30
553,0,3,male,32.0,0,0,Q,0,10
554,1,3,male,22.0,0,0,C,0,10
555,1,3,female,22.0,0,0,S,0,10
556,0,1,male,62.0,0,0,S,0,30
557,1,1,female,48.0,1,0,C,1,40
558,0,1,male,32.0,0,0,C,0,230
559,1,1,female,39.0,1,1,S,2,80
560,1,3,female,36.0,1,0,S,1,20
561,0,3,male,32.0,0,0,Q,0,10
562,0,3,male,40.0,0,0,S,0,10
563,0,2,male,28.0,0,0,S,0,10
564,0,3,male,32.0,0,0,S,0,10
565,0,3,female,22.0,0,0,S,0,10
566,0,3,male,24.0,2,0,S,2,20
567,0,3,male,19.0,0,0,S,0,10
568,0,3,female,29.0,0,4,S,4,20
569,0,3,male,32.0,0,0,C,0,10
570,1,3,male,32.0,0,0,S,0,10
571,1,2,male,62.0,0,0,S,0,10
572,1,1,female,53.0,2,0,S,2,50
573,1,1,male,36.0,0,0,S,0,30
574,1,3,female,22.0,0,0,Q,0,10
575,0,3,male,16.0,0,0,S,0,10
576,0,3,male,19.0,0,0,S,0,10
577,1,2,female,34.0,0,0,S,0,10
578,1,1,female,39.0,1,0,S,1,60
579,0,3,female,36.0,1,0,C,1,10
580,1,3,male,32.0,0,0,S,0,10
581,1,2,female,25.0,1,1,S,2,30
582,1,1,female,39.0,1,1,C,2,110
583,0,2,male,54.0,0,0,S,0,30
584,0,1,male,36.0,0,0,C,0,40
585,0,3,male,32.0,0,0,C,0,10
586,1,1,female,18.0,0,2,S,2,80
587,0,2,male,47.0,0,0,S,0,20
588,1,1,male,60.0,1,1,C,2,80
589,0,3,male,22.0,0,0,S,0,10
590,0,3,male,32.0,0,0,S,0,10
591,0,3,male,35.0,0,0,S,0,10
592,1,1,female,52.0,1,0,C,1,80
593,0,3,male,47.0,0,0,S,0,10
594,0,3,female,22.0,0,2,Q,2,10
595,0,2,male,37.0,1,0,S,1,30
596,0,3,male,36.0,1,1,S,2,20
597,1,2,female,22.0,0,0,S,0,30
598,0,3,male,49.0,0,0,S,0,0
599,0,3,male,32.0,0,0,C,0,10
600,1,1,male,49.0,1,0,C,1,60
601,1,2,female,24.0,2,1,S,3,30
602,0,3,male,32.0,0,0,S,0,10
603,0,1,male,32.0,0,0,S,0,40
604,0,3,male,44.0,0,0,S,0,10
605,1,1,male,35.0,0,0,C,0,30
606,0,3,male,36.0,1,0,S,1,20
607,0,3,male,30.0,0,0,S,0,10
608,1,1,male,27.0,0,0,S,0,30
609,1,2,female,22.0,1,2,C,3,40
610,1,1,female,40.0,0,0,S,0,150
611,0,3,female,39.0,1,5,S,6,30
612,0,3,male,32.0,0,0,S,0,10
613,1,3,female,22.0,1,0,Q,1,20
614,0,3,male,32.0,0,0,Q,0,10
615,0,3,male,35.0,0,0,S,0,10
616,1,2,female,24.0,1,2,S,3,60
617,0,3,male,34.0,1,1,S,2,10
618,0,3,female,26.0,1,0,S,1,20
619,1,2,female,4.0,2,1,S,3,40
620,0,2,male,26.0,0,0,S,0,10
621,0,3,male,27.0,1,0,C,1,10
622,1,1,male,42.0,1,0,S,1,50
623,1,3,male,20.0,1,1,C,2,20
624,0,3,male,21.0,0,0,S,0,10
625,0,3,male,21.0,0,0,S,0,20
626,0,1,male,61.0,0,0,S,0,30
627,0,2,male,57.0,0,0,Q,0,10
628,1,1,female,21.0,0,0,S,0,80
629,0,3,male,26.0,0,0,S,0,10
